"userid","imode","sample_group","intstart","intend","totaltime","finished","indate","spr","birthyear","age","agecat","sex","f10000","f10100","f13400a","f13400b","f13400c","f13400d","f13400e","f13400f","f12700c","f12700rec","f12720rec","f12720main6","f12730c","f12730rec","f12740rec","f12740main6","Q03","Q04a","Q04b","Q04c","Q04d","Q04e","Q04f","Q04g","Q05b","Q05a","Q05c","Q05d","Q05e","Q06a","Q06b","Q06c","Q06d","Q07","Q09","f14610","f15656","f11100","exp_GE","Q_E1","Q_E2","Q_E3","Q_E4","f11100rec","f11700","f11301","f11302","f11303","f11304","f11305","f11306","f11307","f11308","f11309","f11310","f11311","f11312","f11400rec","f11400main6","Q1","Q2","f11600","f11605","Q3","Q9a_web","Q9a_paper","Q9b_web","Q9b_paper","Q9c_web","Q9c_paper","Q9d_web","Q9d_paper","Q4a_web","Q4a_paper","Q4b_web","Q4b_paper","Q4c_web","Q4c_paper","Q4d_web","Q4d_paper","Q4e_web","Q4e_paper","Q4f_web","Q4f_paper","Q4g_web","Q4g_paper","Q4h_web","Q4h_paper","Q4i_web","Q4i_paper","Q5","Q6","Q7","Q8","f11800rec","f11800main6","f11800ZH","f11800TI","f11800GE","f11900","f12010","f12021","f12022","f12023","f12030a","f12030b","f12030c","f12030d","f12030e","f12030f","f12030g","f12030h","f12030i","f12030j","f12030k","f12030l","f12030m","f12030o","f12025","f12301","f12301p","f12301pmain6","f12302","f12302p","f12302pmain6","f10200","f10200rec","f10250","f10300rec","f10300main6","Q14a","Q14b","f14400a","f14400b","f14400c","f14400d","f14400e","f14400f","f14400g","f14400h","f14400i","Q16a","Q16b","Q16c","Q16d","Q16e","f15130a","f15130b","f15130c","f15130d","f15130e","f15130f","f15130g","f15130h","f15130i","f15200","f13700","f14000","f14050","f14010rec","f14010main6","f14070","f13306","f13660a","f13660b","f13660c","f13660d","f13660e","f13660f","f13660g","f13660i","f13660j","f13660k","f13660l","f13660m","f13660n","f12500","f14079a","f14079b","f14079c","f14079d","f14079e","f14079f","f14079g","f14079h","f14081rec","f14081main6","f20211","f20212","f20213","f21000a","f21000b","f21000c","f21000d","f21000e","f21000f","f21000g","f21000h","f21010a","f21010b","f21010c","f21010d","f21010e","f21010f","f21010g","f12026","f21020","f21030","f13322","f12900rec","f12900main6","f12905rec","f12905main6","f15420","f15430","f15435","f15440","f15470","f15480","f15485","f15810","f15811","f15812","f15813","Q08","f15900","f15900rec","f16300","f16300rec","f16312","f16312rec","f16313","f16313rec","f20300","E11","f20500","f20700","f20710","f20221","f20210rec1","f20210rec2","f20210rec3","f20760","f20900","f21310","E6b_lev","f21400","f26100","f21500_f24900","f21500","f24900","f21550_f24950","f21550","f24950","ISCO08prof_r","ISCO08prof_r_pre","ISCO08prof_r_pst","f21700_f25100","f21700","f25100","f21750_f25150","f21750","f25150","f21800","class16_r","class8_r","class5_r","f21910","E6b_lev_partner","f22000_f22400","f22100_f22500","f22150_f22550","ISCO08prof_p","ISCO08prof_p_pre","ISCO08prof_p_pst","f22300_f22700","f22350_f22750","class16_p","class8_p","class5_p","f22910","E6b_lev_main_earner","f23000_f23400","f23100_f23500","f23150_f23550","ISCO08prof_me","ISCO08prof_me_pre","ISCO08prof_me_pst","f23300_f23700","f23350_f23750","class16_h","class8_h","class5_h","class16","class8","class5","f28910","f29100","f21200","canton_sample","bigregion_sample","lingreg_sample","birthcountry_sample","hhsize_sample","taxableincome","smt9","msize","foreigners","msvp","msp","mfdp","mgps","mcvp","mglp","mbdp","weight_d","weight_d_t","weight_d_p","weight_tot","weight_t_zh","weight_p_zh","weight_tot_zh","weight_t_ti","weight_p_ti","weight_tot_ti","weight_t_ge","weight_p_ge","weight_tot_ge"
13,1,1,11/17/2019 10:56:04,11/17/2019 11:16:49,20.75,1,,2,2000,19,1,1,25,2,4,2,3,4,3,2,96,17,40,1,22,12,50,6,2,,2,1,,,1,,,,,,,,,,,1,4,3,4,,3,,,4,,1,4,,,,,,,,,,,,,,,2,2,,3,2,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,1,3,3,4,60,4,,,5,3,1,,,,,,,,,,,,,,,,,,,159,60,4,169,50,6,,3,,,,,,0,,4,0,10,10,0,,5,,,,,,0,5,0,10,,5,4,,7,5,2,1,,50,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,,,2,8212,8100,1,4,2,4,4,4,2,,6,6,0,0,0,7,0,2,2,2,3,,,,,2,5,1,4,1,4,5,1,4,4,3,2,5,0,3,0,4,0,1,0,2013,4,3,2,0,2,8100,8212,,7,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,3,,,1120,1120,,,7,9,5,1,9,5,1,15,1,2,"GE",1,"fr",,,86601.858,11,1,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.124132929523973,0.0774546114390662,1,1,1,1,1,1,0.582254109,0.99789041,0.581025791554195
14,1,0,11/1/2019 08:11:21,11/1/2019 08:44:25,33.05,1,,1,1982,37,3,2,1,3,3,3,3,3,3,3,33,4,50,6,96,17,10,2,3,3,4,2,4,4,2,4,2,2,2,3,2,3,3,3,2,3,2,3,3,4,,,,,,1,1,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,1,,,4,1,,,,,,,,,,,,,,,,,,,7,10,2,4,40,1,2,1,1,40,1,4,4,8,6,2,8,3,2,,,,7,7,8,6,6,7,5,0,10,2,0,10,,,7,2,2,2,,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,,,1,,,1,1,1,4,4,3,,,5,5,5,5,5,5,5,,2,2,3,,,,,3,4,4,3,3,2,3,2,4,3,2,2,4,0,1,1,,0,4,1,2012,1,4,,2,1,8100,,,1,6,9,,2,,3,3,,,,,4110,4110,,1,1,,4,4,,2,11,6,4,5,,2,3,,4211,4211,,2,,11,6,4,,,,,,,,,,,,,,11,6,4,8,1,1,"ZH",4,"de",8100,4,83974.332,11,1,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,1.41879150350834,0.885276332708029,0.581216356,1.403554054,0.815768572714907,1,1,1,1,1,1
15,2,0,,,,,191119,1,1957,62,5,1,19,1,1,1,1,1,1,1,1,16,40,1,2,16,10,2,1,1,1,3,2,1,1,1,1,1,2,1,3,1,3,1,1,1,3,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,,,2,1,,,,,,,,,,,,,,,,,,,96,10,2,99,40,1,1,1,19,40,1,5,5,,,,10,,,,,,10,10,10,0,0,,,,8,,,,,,8,2,1,,40,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,1,1,,,,,,10,,10,10,10,10,5,1,2,1,2,40,1,40,1,4,5,1,5,1,1,4,5,5,3,5,5,4,0,1,1,5,0,4,1,1957,1,2,1,,1,8100,,,7,,,,1,,4,4,,,,,5222,5222,,,,,14,14,,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,15,1,2,"AG",3,"de",8100,2,89209.41,21,6,17.288802,25.166709,11.559889,19.933316,6.9764497,13.762978,10.458344,6.1534566,2.41978963801147,1.50986419876815,3.06869994778364,1.91476156238431,1,1,1,1,1,1,1,1,1
16,1,1,11/3/2019 21:19:03,11/3/2019 21:38:47,19.7333333333333,1,,2,1987,32,2,2,25,2,2,2,2,2,3,3,53,16,20,3,33,4,50,6,2,,2,2,,,2,,,,,,,,,,,2,2,4,4,,1,4,,,,1,1,,,,,,,,,,,,,,,2,2,,2,2,1,,4,,2,,2,,2,,2,,3,,2,,2,,3,,2,,4,,2,,1,4,3,2,20,3,,,4,1,1,,,,,,,,,,,,,,,,,,,167,20,3,169,50,6,2,1,25,20,3,,,6,9,6,0,6,6,0,,0,,,,,,7,5,1,,2,6,4,,,6,2,2,1,20,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,1,,,2,8204,8218,1,1,1,2,3,3,3,3,0,0,7,6,5,7,6,2,2,,2,,,,,3,5,2,4,2,2,4,2,3,1,5,4,3,1,3,0,4,0,3,0,1987,4,1,,,2,8204,,,7,,13,2,1,,2,2,,,,,2610,2610,,2,2,,11,11,,,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,8,3,1,"GE",1,"fr",,,82240.128,11,3,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.0890674970344977,0.180571285946624,0.112670174172819,1,1,1,1,1,1,0.582254109,1.16711236,0.679555967274687
17,2,0,,,,,201119,1,1952,67,6,1,5,2,,,,,,,6,8,40,1,84,9,40,1,1,3,2,4,4,2,1,5,2,1,4,2,1,3,4,1,1,4,3,3,3,4,,,,,,1,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,,,1,2,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33,30,5,37,40,1,1,1,5,40,1,5,5,1,1,3,10,2,1,0,0,0,3,7,8,9,0,3,1,0,8,2,3,2,5,10,6,2,1,,40,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,9,0,1,0,0,0,1,0,0,,,1,,,1,,,,,2,,,1,3,2,3,2,0,1,1,,1,3,,,,,2,5,5,4,3,2,5,4,2,5,4,4,3,1,1,1,1,1,4,1,1979,1,2,1,,1,8100,,,2,3,9,,1,,4,4,,50,50,,,,,,,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,1,2,"SZ",6,"de",8100,2,57127.939,31,6,5.9824213,55.432746,5.2641439,13.600599,2.2105658,22.667666,0.58074185,,2.10535919159545,1.3136705848322,2.66994929634628,1.66595508624141,1,1,1,1,1,1,1,1,1
18,2,0,,,,,251119,2,1934,85,7,2,25,3,2,3,3,,,2,19,13,,,1,16,10,2,2,3,3,2,4,4,2,2,3,2,3,4,3,2,,2,2,2,3,4,3,4,,,,,,1,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,7,,,9,3,,,,,,,,,,,,,,,,,,,,158,40,1,169,50,6,1,1,25,,,3,3,8,3,,,5,,,,,8,9,6,4,4,9,7,4,6,6,,9,3,3,7,2,2,2,,,,3,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,,,2,8207,8100,2,,,,,,,,8,0,,,0,0,0,,,,4,,,,,3,4,3,4,,2,4,3,3,3,4,3,,0,,0,,0,1,0,1997,2,1,,,2,8100,,,2,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,"GE",1,"fr",8100,1,77366.338,11,3,35.225716,13.595782,17.162581,12.165567,23.908769,8.501187,5.0057529,0.43547283,0.142744365078352,0.0890674970344977,0.133578438071211,0.0833482787937015,1,1,1,1,1,1,0.582254109,0.54643038,0.318161334037431
19,1,0,11/1/2019 21:14:57,11/1/2019 22:10:35,55.6333333333333,1,,1,1969,50,4,2,13,3,3,4,1,3,2,1,13,13,30,5,46,3,30,5,1,3,1,4,1,3,2,1,1,2,1,5,4,3,3,3,3,2,2,2,2,4,,,,,,1,5,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,2,1,,,,,,,,,,,,,,,,,,,73,30,5,,,,2,1,13,30,5,4,4,0,0,10,0,5,5,2,,,7,7,7,4,7,8,9,0,10,1,2,4,,,0,2,2,1,30,5,2,3,0,1,1,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,,,2,8255,8255,2,2,3,3,3,4,3,,0,3,0,2,10,0,0,,2,1,3,,,,,3,2,4,1,1,1,2,2,5,3,5,1,2,0,1,1,,0,4,1,2002,1,3,,0,5,,,,7,,11,1,6,2,3,,3,,,,5223,,5223,1,,1,2,,2,2,15,8,4,13,1,1,3,,1219,1219,,1,8,9,5,1,,,,,,,,,,,,,,15,8,4,6,2,1,"BL",3,"de",8239,2,78076.675,11,4,27.310632,20.397546,23.946037,15.478454,22.629256,5.2886513,6.0528865,0.98310071,2.32637743993128,1.45157825052125,2.20737835779168,1.37732698049908,1,1,1,1,1,1,1,1,1
20,1,1,10/28/2019 21:03:06,10/28/2019 21:24:31,21.4166666666667,1,,2,1974,45,4,1,25,1,2,1,4,4,1,2,24,12,10,2,47,16,20,3,1,,4,1,,,4,,,,,,,,,,,3,2,3,3,,3,,,4,,1,2,,,,,,,,,,,,,,,2,2,,2,2,1,,4,,2,,4,,2,,2,,1,,2,,1,,1,,3,,2,,3,,1,2,3,3,10,2,,,3,2,2,1,1,1,,1,0,0,0,1,0,,0,,0,0,0,0,,166,10,2,167,20,3,1,1,25,10,2,,,10,9,3,0,3,6,1,,0,,,,,,7,6,3,9,3,7,8,,9,7,1,1,,10,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,1,,,2,8100,8218,1,2,,1,,,,,10,5,9,9,8,7,8,,2,2,4,20,3,20,3,3,2,4,1,2,3,4,2,2,3,5,4,4,0,1,1,1,1,2,0,1974,1,4,,2,2,8100,,,7,,13,1,1,,1,1,,,,,1211,1211,,2,2,,3,3,,1,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,13,1,2,"GE",1,"fr",,,95484.399,11,6,23.136143,15.485498,9.4199243,15.851198,31.071879,8.1588903,8.0327869,0.95838588,0.142744365078352,0.0890674970344977,0.143371715428811,0.0894589417366995,1,1,1,1,1,1,0.582254109,1.1179213,0.650914270463622
21,1,1,10/22/2019 19:01:19,10/22/2019 19:30:51,29.5166666666667,1,,2,1965,54,4,2,25,4,4,4,4,4,4,4,107,12,402,7,102,2,402,7,2,,4,3,,,3,,,,,,,,,,,2,,3,3,,4,,,,1,0,,2,1,2,2,2,2,2,2,1,2,2,2,402,7,4,,,,2,1,,4,,4,,2,,1,,3,,1,,3,,1,,4,,3,,3,,,,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,0,0,0,0,0,0,0,,0,,,,,,8,5,2,5,2,8,7,,8,,2,2,2,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,10,9,10,7,10,6,9,,,,4,20,3,,,3,5,3,3,1,5,3,1,3,3,4,3,2,0,3,0,1,1,2,0,1965,1,2,,,2,8100,,,1,6,10,,2,,3,3,,,,,4311,4311,,1,1,,8,8,,1,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,4,11,1,2,"GE",1,"fr",,,98159.316,11,4,41.795712,14.039456,12.94005,16.571538,29.906148,8.4773032,4.5661751,0.40988316,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1,1,1,1,1,1,1.796684786,1,1.796684786
22,1,0,10/27/2019 09:44:22,10/27/2019 10:30:21,45.9666666666667,1,,3,1984,35,3,2,21,2,2,2,2,4,2,1,6,8,10,2,62,8,10,2,1,5,5,2,4,5,3,5,4,1,5,1,2,2,1,2,1,3,3,3,4,4,,,,,,1,1,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,3,,4,2,1,1,1,,1,0,0,0,0,,0,,,,0,0,0,1,116,10,2,111,40,1,1,1,21,10,2,5,5,10,9,0,8,0,0,0,7,,,,4,9,,8,8,0,10,0,0,,10,,9,3,2,1,10,2,2,3,0,1,0,0,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,10,0,0,10,0,10,0,,,,2,10,2,10,2,3,5,2,2,2,4,5,2,5,4,3,5,4,0,3,0,,0,4,1,1984,1,3,,1,3,8100,,,1,6,13,1,2,,3,3,,,,,3313,3313,,2,2,,6,6,,2,10,5,2,13,2,1,2,,2144,2144,,3,1,5,3,1,,,,,,,,,,,,,,10,5,2,13,1,1,"TI",7,"it",8100,3,64979.728,12,5,28.414658,9.5797223,19.606747,21.647563,11.117324,15.925822,1.0716615,,0.340904815527355,0.212712695379339,0.342403065601022,0.213647551083941,1,1,1,0.738516082,0.9617757,0.710286821726807,1,1,1
24,1,0,10/21/2019 17:12:05,10/21/2019 17:30:19,18.2166666666667,1,,1,1994,25,2,2,3,2,4,2,4,2,3,2,13,13,,,,,,,4,4,2,4,3,2,2,2,2,2,2,3,1,2,3,3,2,,2,3,2,4,,,,,,1,5,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,1,2,2,2,1,,,,,,,,,,,,,,,1,28,10,2,27,40,1,2,1,3,10,2,4,3,6,4,4,4,4,4,4,,,,,,,,,,,,,,,,,6,2,2,1,10,2,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,1,2,,3,2,,,10,10,10,10,6,10,6,,2,1,3,,,10,2,3,3,3,4,4,2,3,3,4,2,3,2,,0,,0,,0,3,0,1994,4,2,1,,1,8100,,,2,6,5,,1,,2,2,,,,,5320,5320,,2,2,,3,3,,3,15,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,4,3,2,1,"LU",6,"de",8100,2,63410.947,31,5,8.6669537,27.863515,7.8220794,11.809226,6.3718236,39.562809,4.646738,,2.28985004689936,1.42878643335381,2.29991375924718,1.43506583828306,1,1,1,1,1,1,1,1,1
25,1,1,10/23/2019 09:48:39,10/23/2019 13:13:39,204.983333333333,1,,2,1974,45,4,2,25,2,2,2,3,4,3,3,,,,,,,,,2,,4,3,,,2,,,,,,,,,,,1,2,3,3,,2,,4,,,1,5,,,,,,,,,,,,,,,2,2,,3,,1,,4,,4,,4,,2,,3,,2,,3,,2,,2,,2,,4,,3,,1,4,2,2,50,6,,,7,3,1,,,,,,,,,,,,,,,,,,,169,50,6,993,993,9,5,2,,,,,,0,0,4,0,8,6,3,,5,,,,,,0,0,3,0,7,7,3,,5,,2,2,1,60,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,,,2,8335,8335,2,4,2,4,2,3,2,,10,10,8,8,10,10,8,,,1,3,,,,,2,2,1,2,2,3,2,2,2,5,5,1,,0,,0,,0,,0,2003,4,1,,,2,8335,,,4,3,10,,1,,3,3,,,,,2410,2410,,1,1,,15,15,,,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,6,2,1,"GE",1,"fr",,,82240.128,11,3,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1,1,1,1,1,1,0.582254109,0.81939259,0.477094702411652
26,2,0,,,,,251119,1,1932,87,7,2,1,3,3,2,,,,,,,,,,,,,,5,,2,5,1,4,4,1,2,2,5,4,4,4,3,1,4,2,2,,1,,,,,,0,,2,2,2,2,2,2,1,2,2,2,2,2,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,2,2,7,0,0,0,10,10,0,7,,,,,,,,,,,,,,,,,1,2,2,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,2,8207,8207,1,1,2,4,4,4,4,4,0,0,0,0,0,0,0,1,,1,4,,,,,5,2,3,2,1,1,4,2,2,1,4,3,4,0,,0,,0,4,1,1963,1,2,1,,1,8207,,,1,7,5,,7,6,,,,,,,,,,,,,,,,2,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,2,"ZH",4,"de",8207,2,169262.36,11,4,25.876114,22.141369,11.918977,31.407589,9.6066094,3.7556704,16.456604,0.94344047,1.11877245644945,2.21779516678658,1.11877245644945,2.21779516678658,2.360181589,1,2.360181589,1,1,1,1,1,1
27,1,0,10/22/2019 20:27:16,10/22/2019 20:44:55,17.6333333333333,1,,1,1977,42,3,1,13,3,3,3,3,4,3,4,17,4,60,4,2,16,30,5,2,2,3,2,4,2,1,3,2,1,2,3,3,2,3,1,1,3,2,2,4,2,,,,,,0,,1,2,2,2,2,2,2,2,2,2,2,2,110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,13,110,7,4,2,4,7,7,3,6,5,7,,,7,6,6,5,5,4,4,2,8,4,4,6,,,4,2,2,2,,,,3,1,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,,,1,,,1,1,2,4,4,4,,,8,6,6,6,8,7,7,2,2,2,3,,,,,2,4,4,2,2,2,2,2,2,4,2,2,2,0,1,1,3,0,4,1,2004,1,4,,2,1,8100,,,5,3,12,1,1,,3,3,,,,,2140,2140,,1,1,,1,1,,1,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,7,3,1,"BL",3,"de",8100,4,81683.182,11,4,20.776012,22.855691,23.722682,15.250082,17.943735,8.6041436,4.7295883,1.0822446,2.32637743993128,4.61168722259658,2.32637743993128,4.61168722259658,1,1,1,1,1,1,1,1,1
28,1,1,10/31/2019 11:46:08,10/31/2019 12:06:13,20.0666666666667,1,,2,1988,31,2,1,25,3,4,4,4,4,2,4,13,13,,,2,16,,,3,,2,2,,,3,,,,,,,,,,,2,2,4,3,,3,,,3,,0,,2,1,2,1,2,1,2,2,2,2,2,2,,,2,,,,2,3,,4,,4,,1,,1,,3,,1,,3,,1,,4,,4,,4,,2,,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,5,5,5,8,8,8,5,,5,,,,,,3,3,1,,5,3,7,,,8,1,2,2,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,,,2,8231,8231,1,1,1,3,3,3,4,,9,9,9,9,9,9,9,,,,3,,,,,4,5,3,4,2,2,2,1,5,3,3,1,,0,1,1,,0,,0,1995,4,1,,,2,8231,,,7,,8,,1,,3,3,,,,,5153,5153,,1,1,,5,5,,,16,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,5,6,1,1,"GE",1,"fr",,,190322.82,11,5,28.937104,14.770856,6.3899843,36.613193,14.701941,12.109958,7.584517,0.63555266,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1,1,1,1,1,1,1.796684786,1,1.796684786
29,1,1,11/5/2019 14:32:31,11/5/2019 14:57:29,24.95,1,,2,1949,70,6,1,25,2,1,4,4,4,4,1,17,4,30,5,40,14,30,5,2,,2,2,,,3,,,,,,,,,,,3,2,3,2,,1,4,,,,1,1,,,,,,,,,,,,,,,2,2,,3,2,1,,3,,2,,4,,4,,1,,4,,1,,4,,1,,4,,4,,4,,5,1,4,3,30,5,,,6,1,1,,,,,,,,,,,,,,,,,,,171,30,5,169,50,6,1,1,22,30,5,,,3,5,10,0,9,5,1,,0,,,,,,7,6,4,10,4,,,,10,3,2,1,,30,5,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,10,0,1,0,0,0,0,0,0,,,2,8218,8218,2,3,2,4,2,3,2,,0,0,0,0,0,0,6,,,1,3,,,,,3,2,2,2,2,3,3,2,3,1,4,2,,0,1,1,,0,4,1,2016,1,2,,,3,8218,,,2,6,5,,1,,4,4,,2,2,,7522,7522,,,,,5,5,,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,6,2,3,"GE",1,"fr",,,90384.199,11,4,42.14679,15.695879,16.415144,14.654488,24.759509,8.4017298,6.6851999,0.20739564,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1,1,1,1,1,1,0.582254109,0.92664953,0.539545496445419
30,1,0,10/29/2019 08:48:35,10/29/2019 09:08:48,20.2,1,,1,1993,26,2,2,1,1,2,2,2,1,2,1,17,4,50,6,40,14,50,6,1,5,5,3,5,5,3,5,5,3,2,5,4,4,4,2,3,3,2,2,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,6,,,3,2,1,1,1,1,0,1,0,,1,1,,,,0,0,0,0,2,3,30,5,6,60,4,2,1,1,50,6,5,5,3,3,10,0,10,8,3,,,5,7,9,3,10,7,5,0,10,0,7,5,,,3,1,2,1,50,6,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,10,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,1,,,10,0,10,10,0,10,10,2,2,1,3,30,5,,,4,4,2,1,1,1,1,1,3,1,4,1,3,1,1,1,5,0,4,1,1993,4,1,,,1,8100,,,7,,12,1,1,,3,3,,,,,2642,2642,,1,1,,14,14,,,13,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1,5,2,1,"ZH",4,"de",8100,2,83974.332,11,1,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,0.807009593382724,0.503545793390675,0.581216356,0.707729032,0.411343689014447,1,1,1,1,1,1
31,1,0,10/21/2019 17:17:25,10/21/2019 17:51:10,33.7333333333333,1,,3,1994,25,2,2,21,2,4,2,1,4,1,2,49,10,,,62,8,,,4,1,1,4,2,3,1,1,1,1,4,1,1,1,1,2,1,3,3,4,4,3,,,,,,0,,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,18,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,8,3,2,2,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,2,,,5,6,5,6,6,6,9,,2,1,2,,,,,4,5,1,5,2,4,5,3,5,3,3,2,5,0,,0,,,1,0,2019,4,2,1,,3,8100,,,7,,5,,10,2,3,,3,,,,5141,,5141,1,,1,13,,13,2,15,8,4,5,,1,4,1,7214,7214,,,1,3,2,3,,,,,,,,,,,,,,15,8,4,2,2,1,"TI",7,"it",8100,3,69854.467,21,5,10.496496,9.6787501,17.980715,15.366369,15.386995,17.171144,0.81988346,,0.340904815527355,0.675791621300965,0.340904815527355,0.675791621300965,1,1,1,1.535272962,1,1.535272962,1,1,1
