userid;langint;imode;indate_paper;language_paper;intstart;intend;Finished;Completion_Rate;totaltime;UserLanguage;sex;birthyear;age;agecat;f10000;f10100;f12700c;f12700rec;f12720rec;f12720main6;f12730c;f12730rec;f12740rec;f12740main6;Q03;Q04a;Q04b;Q04c;Q04d;Q05a;Q05b;Q05c;Q06;f12800a;f12800b;f12800c;f12800g;f12800j;f12800l;f12800m;Q08a;Q08b;f14610;f14620;f15656;f13306;f13660a;f13660b;f13660c;f13660d;f13660e;f13660f;f13660g;f13660i;f13660j;f13660k;f13660l;f13660m;f13660n;Q02a;Q02b;Q02c;Q02d;Q02e;Q02f;Q02g;f11100;f11100rec;f11700;f11301;f11302;f11303;f11304;f11305;f11306;f11307;f11308;f11309;f11310;f11311;f11312;f11400rec;f11400main6;f11600;f11605;f11800rec;f11800main6;f11800ZH;f11800TI;f11800GE;f11805;f11810rec;f11810rec_other;f11900;f12010;f12020a;f12020b;f12020c;f12025;f12030a;f12030b;f12030c;f12030d;f12030e;f12030f;f12030h;f12030i;f12030j;f12030k;f12030l;f12030m;f12030n;f12030o;f12301;f12301p;f12301pmain6;f12302;f12302p;f12302pmain6;f13741;f13742;Q12;Q13;f10200;f10200rec;f10250;f10300rec;f10300main7_combined;Q15;f15130a;f15130c;f15130d;f15130e;f15130f;f15130h;f15130i;f15130j;f15200;f13700;f14000;f14050;f14010rec;f14010main6;f14070;Q24;Q25a;Q25b;Q26b;Q27a;Q27b;Q27c;f12500;n13_030a1;n13_030a2;n13_030a3;n13_030a4;n13_030b1;n13_030b2;n13_030b3;n13_030b4;n13_030c1;n13_030c2;n13_030c3;n13_030c4;n13_030d1;n13_030d2;n13_030d3;n13_030d4;n13_030e1;n13_030e2;n13_030e3;n13_030e4;n13_030f1;n13_030f2;n13_030f3;n13_030f4;n13_030g1;n13_030g2;n13_030g3;n13_030g4;f14081rec;f14081main6;f14400a;f14400c;f14400d;f14400e;f14400f;f14400h;f14400i;f14400j;f12026;f13322;f12900rec;f12900main7_combined;f12905rec;f12905main7_combined;f15420;f15430;f15435;f15440;f15470;f15480;f15485;f15811;f15815;f15816;f15817;f15900;f15900rec;f16300;f16300rec;f16312;f16312rec;f16313;f16313rec;f16314;f16314rec;f20300;E11;f20500;f20700;f20710;f20221;f20221_det;f20210rec1;f20210rec2;f20210rec3;f20212;f20213;f20760;f20900;f21310;E6b_lev;f21400;f26100;f21500_f24900;f21500;f24900;f21550_f24950;f21550;f24950;ISCO08prof_r_2dig;ISCO08prof_r_pre_2dig;ISCO08prof_r_pst_2dig;f21700_f25100;f21700;f25100;f21750_f25150;f21750;f25150;f21800;f21910;E6b_lev_partner;f22000_f22400;f22100_f22500;f22150_f22550;ISCO08prof_p_2dig;ISCO08prof_p_pre_2dig;ISCO08prof_p_pst_2dig;f22300_f22700;f22350_f22750;f22910;E6b_lev_main_earner;f23000_f23400;f23100_f23500;f23150_f23550;ISCO08prof_me_2dig;ISCO08prof_me_pre_2dig;ISCO08prof_me_pst_2dig;f23300_f23700;f23350_f23750;f28910;f29100;f21200;class16_r;class8_r;class5_r;class16_p;class8_p;class5_p;class16_h;class8_h;class5_h;class16;class8;class5;birthcountry_sample;hhsize_sample;lingreg_sample;canton_sample;bigregion_sample;smt3;smt9;msize;weight_d;weight_d_t;weight_d_p;weight_tot;weight_t_zh;weight_p_zh;weight_tot_zh;weight_t_ti;weight_p_ti;weight_tot_ti;weight_t_ge;weight_p_ge;weight_tot_ge
1011;1;1; ; ;10/23/2023 17:31:48;10/23/2023 17:52:02;1;2;20,2333333333333;DE;2;2003;20;1;16;2;12;8;30;30;102;2;30;30;2;5;5;1;1;1;5;5;4;1;2;2;2;2;2;2;3;2;2;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0; ;3;0; ;2;1;2;2;2;2;2;2;2;1;2;2;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;2; ;3; ; ; ;2;10;0;10;3;2; ; ;5;0;2;0;1;30;30;2;3;5;5;2;3;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0; ; ;0;10;0;4;4; ; ;5;1;1;501;-99;30;30;5;5;3;1;3;3;4;1;3;4;4;4;0;4;0;98;0;1;0;3;0;2003;4;5;0;2;5;22;8100; ; ;8252;8252;4;6;5; ;1; ;3;3; ; ; ; ;43;43; ;2;2; ;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;11;6;4; ; ; ; ; ; ;11;6;4;8100;5;de;AI;5;1;13;5;,101251965651625;,162668917825057;,101251965651625;,162668917825057;1;1;1;1;1;1;1;1;1
1012;1;1; ; ;10/24/2023 19:30:31;10/24/2023 20:10:15;1;2;39,7166666666667;DE;2;1987;36;3;16;2;1;16;40;40;13;13;40;40;4;5;4;3;1;4;3;4;9;3;3;2;3;3;3;1;3;3;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;21;21; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;3;1;4;1;16;998;998;3;5;0;10;0;0; ; ;5;7;3;0;1;50;50;1;3;5;5;3;2;2;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;5;2;8;0;0; ; ;5;98;3;20;21;40;40;3;4;3;5;4;2;4;3;3;2;3;98;0;1;1;98;0;2;0;1;1;2016;1;2; ; ;1;33;8100; ; ;8100;8100;2;4;10; ;1; ;2;2; ; ; ; ;11;11; ;1;1; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;9;5;1; ; ; ; ; ; ;9;5;1;8100;2;de;AI;5;1;13;5;,101251965651625;,0707236647039828;,0951184570084094;,0664394593954728;1;1;1;1;1;1;1;1;1
1013;1;1; ; ;10/24/2023 13:40:31;10/24/2023 14:34:14;1;2;53,7;DE;1;1945;78;7;18;3;84;9;30;30;33;4;30;30;4;5;4;2;1;1;4;2;8;3;2;2;3;3;3;1;3;3;3;3;3;4;0;0;0;0;0;0;0;1;0;1;0;0;0;5;0;6;5;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;30;30; ; ; ; ;4; ;1;2;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;997;997;-99; ; ; ;1; ;3;1;5;1;18;30;30;4;8;1;10;1;5; ; ;7;2;3;1; ;30;30;2;2;5;5;3;2;3;3;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0; ; ;1;10;0;8;5; ; ;1;2;2;998;998;998;998;3;2;2;1;1;1;2;4;4;4;4;3;1;1;1;3;0;4;1;1;1;2010;2;2;1; ;1;33;8100; ; ;8100;8100;1;4;10; ;7;1;3; ;3; ; ; ;26; ;26;2; ;2;14; ;14;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;2;14;7;2; ; ; ; ; ; ;14;7;2;8100;2;de;GR;5;3;33;8;,912487307953599;,637364874835044;,790752482302685;,552334100995496;1;1;1;1;1;1;1;1;1
1014;1;1; ; ;10/27/2023 6:42:38;10/27/2023 15:56:58;1;2;554,316666666667;DE;2;1967;56;5;20;3;13;13;40;40;61;4;10;10;4;4;4;4;2;2;4;4;7;3;3;3;3;3;3;2;3;3;2;2;3;2;1;1;0;0;0;1;1;1;1;1;1;0;1;3;1;5;6;0;0; ;1;0; ;1;2;2;2;2;2;2;2;2;2;2;2;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;4;1;20;10;10;4;5;1;9;0;5; ; ;5;5;3;0;0; ; ; ;2;98;98;98;4;4;2;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;5;7;2;7;7; ; ;5;98;2;501;-99;501;-99;3;4;4;1;3;3;2;1;4;3;4;3;1;1;1;98;0;4;1;1;1;1989;1;3; ;0;1;33;8218; ; ;8218;8218;2;3;5; ;2; ;2;2; ; ; ; ;12;12; ;1;1; ;5;5; ;2;5; ;1;2; ;13;13; ;1;5; ; ; ; ; ; ; ; ; ; ;9;2;2;9;5;1;9;5;1; ; ; ;9;5;1;8100;3;de;TG;5;2;22;7;1,61531901208997;2,59513179766796;1,61531901208997;2,59513179766796;1;1;1;1;1;1;1;1;1
1015;2;1; ; ;10/25/2023 10:51:33;10/25/2023 11:16:43;1;2;25,15;FR;2;1963;60;5;25;3;2;16;30;30;17;4;21;21;4;5;3;1;1;1;1;1;9;3;3;3;3;3;2;1;3;4;3;3;3;4;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;21;21; ; ;21; ;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;171;30;30;166;50;50;4; ;2;1;5;1;25;30;30;4;8;4;10;3;6; ;10;6;5;3;1; ;30;30;2;3;5;5;2;3;3;3;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0; ; ;0;8;0;0;0; ;0;8;2;3;130;350;30;30;4;2;2;2;2;2;2;2;3;4;3;5;0;98;0;98;0;4;1;1;1;1985;1;3; ;0;2;48;8212; ; ;8212;8212;8; ;12;-99;1; ;1;1; ; ; ; ;11;11; ;2;2; ;14;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19;1;1;9;5;1; ; ; ; ; ; ;9;5;1;8212;4;fr;GE;1;1;11;1;,372996194324858;,260534771977234;,350401320565572;,244752438612184;1;1;1;1;1;1;,665520953;1,107;,736731694971
1016;1;1; ; ;10/25/2023 14:44:00;10/25/2023 16:27:15;1;2;103,25;DE;1;1971;52;4;11;3;17;4;50;50;86;12;30;30;4;5;2;1;2;1;5;4;7;3;2;2;2;3;2;1;3;3;5;1;3;4;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;-99;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;30;30; ; ; ;Die soziale Politik muss (wieder) mehr gefördert werden. Reiche Leute und Firmen haben wir genug.; ;                                 -999,00;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;72;30;30;73;50;50;4; ;1;1;5;1;11;30;30;4;9;3;10;1;1; ; ;8;3;2;1; ;30;30;1;2;5;5;2;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;10;0;3;5; ; ;0;2;3;10;10;998;998;5;3;1;1;1;1;2;1;4;4;4;5;0;1;1;1;1;4;1;1;1;2003;1;3; ;1;1;33;8100; ; ;8100;8100;1;1;5; ;6;2;3; ;3; ; ; ;75; ;75;1; ;1;1; ;1;2;5; ;2;3; ;22;22; ;1;3; ; ; ; ; ; ; ; ; ; ;4;2;2;7;4;4;14;7;2; ; ; ;7;4;4;8100;4;de;SO;2;1;13;4;1,18003151764904;,824242303418464;1,02260365009245;,714280233561535;1;1;1;1;1;1;1;1;1
1017;1;1; ; ;11/20/2023 20:04:42;11/20/2023 20:26:58;1;2;22,25;DE;1;1969;54;4;2;3;17;4;30;30;74;16;30;30;4;5;3;4;2;3;3;3;10;3;3;3;3;3;2;1;3;3;3;3;3;3;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0; ;1;0; ;2;1;1;2;2;1;2;2;1;2;2;2;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;5;1;2;30;30;5;10;3;10;2;4; ; ;8;2;3;0;1;50;50;2;2;5;5;2;2;4;4;5;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;1;0;0;0;-99;-99;-99;-99;-99;-99;-99;-99; ; ;0;8;0;8;5; ; ;2;1;3;30;30;30;30;4;1;2;4;1;4;1;2;4;2;4;3;1;1;1;98;0;4;1;1;1;2011;3;2;1; ;1;33;8100; ; ;8100;8100;2;1;6; ;2; ;3;3; ; ; ; ;25;25; ;1;1; ;1;1; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;1;2;5;3;1; ; ; ; ; ; ;5;3;1;8100;2;de;BE;2;1;11;1;1,54525443822061;2,48256777645758;1,54525443822061;2,48256777645758;1;1;1;1;1;1;1;1;1
1018;1;1; ; ;10/23/2023 13:50:55;10/23/2023 14:19:05;1;2;28,1666666666667;DE;1;1955;68;6;2;4;17;4;30;30;13;13;30;30;5;5;4;2;1;1;1;4;7;3;3;4;3;3;3;1;3;4;3;3;3;4;1;1;0;0;1;1;0;0;0;1;1;0;1;1;-99;2;7;0;0; ;1;0; ;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-99;4;1;5;1;2;30;30;4;9;1;10;2;8; ; ;7;0;3;1; ;30;30;3;2;5;5;2;2;3;3;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;30;30;0;10;1;9;0; ; ;0;2;3;998;998;20;21;4;3;1;1;1;3;2;1;4;4;4;3;1;1;1;1;1;4;1;1;1;1955;1;2; ; ;1;33;8100; ; ;8100;8100;2;3;13;1;7;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;1;2; ; ; ; ; ; ; ; ; ; ; ; ;8100;2;de;BE;2;2;22;6;1,54525443822061;2,48256777645758;1,54525443822061;2,48256777645758;1;1;1;1;1;1;1;1;1
1019;1;1; ; ;10/24/2023 6:44:24;10/24/2023 7:04:50;1;2;20,4166666666667;DE;2;1940;83;7;15;3;6;8;40;40;17;4;30;30;5;5;4;1;3;3;1;3;10;2;2;2;3;1;2;1;3;3;1;3;1;2;1;0;0;0;0;1;0;0;0;1;0;0;0;98;0;98;98;0;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;40;40; ; ; ;Eine Abwahl geht nicht / Tischhauser war nicht sehr appenzellisch; ;                                 -999,00;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;10;10; ; ; ;3; ;3;1;5;1;15;40;40;1;5;0;10;0;2; ; ;5;9;4;0;0; ; ; ;3;98;98;2;2;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0;0; ; ;0;98;1;998;998;998;998;2;4;5;4;3;4;4;2;1;1;2;3;1;1;1;2;0;4;1;1;1;1940;2;1; ; ;1;33;8100; ; ;8100;8100;1;2;3; ;7;4;4; ;4;0; ;0;61; ;61; ; ; ;12; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;4;2;3; ; ; ; ; ; ;4;2;3;8100;1;de;AR;5;2;22;7;,353206520035657;,246711847355247;,388690519364471;,271497128853108;1;1;1;1;1;1;1;1;1
1020;1;1; ; ;10/23/2023 15:50:04;10/23/2023 16:46:59;1;2;56,9166666666667;DE;1;1950;73;6;18;4;6;8;40;40;19;13;40;40;5;5;2;2;5;1;1;5;9;3;3;3;3;2;1;1;3;2;1;2;3;4;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;40;40; ; ; ;um die probleme unsees landes zu lösen; ;                                 -999,00;1;2;1;1;-99;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;997;997;-99; ; ; ;4; ;3;1;5;1;18;40;40;5;7;1;9;1;3; ; ;5;9;3;1; ;40;40;2;1;1;2;3;2;2;2;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;-99;-99;-99;-99; ; ;0;0;10;0;0; ; ;0;1;3;40;40;40;40;3;5;4;5;5;3;5;3;4;1;4;5;0;1;1;98;0;4;1;1;1;1975;1;2; ; ;1;33;8207; ; ;8207;8207;2;6;6; ;7;1;2; ;2; ; ; ;34; ;34;1; ;1;9; ;9;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;1;15;8;4; ; ; ; ; ; ;15;8;4;8207;2;de;GR;5;3;33;6;,912487307953599;,637364874835044;1,00415803651124;,701396124282458;1;1;1;1;1;1;1;1;1
1021;2;1; ; ;10/26/2023 21:04:30;10/26/2023 21:35:21;1;2;30,8333333333333;FR;1;1980;43;3;22;3;18;12;60;60;42;12;998;998;4;5;4;1;2;2;2;4;9;4;4;3;4;4;3;1;3;4;3;3;3;2;0;1;1;0;0;0;0;1;0;1;1;0;0;2;0;3;1;0;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;60;60; ; ; ;Programme; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;137;60;60;134;30;30;4; ;4;1;5;1;22;60;60;4;8;3;10;2;6; ; ;7;7;4;1; ;60;60;2;2;5;5;3;3;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;4;3;1;0;10; ; ;5;98;3;501;-99;501;-99;2;2;3;4;2;3;1;3;2;3;4;3;1;1;1;1;1;4;1;1;1;2011;4;4;1;2;2;48;8212; ; ;8212;8523;2;2;10; ;1; ;2;2; ; ; ; ;26;26; ;1;1; ;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;2;9;5;1; ; ; ; ; ; ;9;5;1;8212;4;fr;VD;1;2;22;7;1,9620866084225;1,37050134801033;1,8685705420703;1,30518114530054;1;1;1;1;1;1;1;1;1
1022;1;2;11/30/2023;DE; ; ; ; ; ; ;2;1987;36;3;2;3;60;16;30;30;33;4;30;30;2;5;5;1;2;1;1;1;9;4;3;3;3;3;3;1;4;3;2;2;4;3;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0; ;1;0; ;2;2;2;2;2;1;2;2;2;2;2;2;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;2;0; ; ; ;3;7;3;10;3;4; ; ;5;5;3;1; ;30;30;1; ;5;5;2;2;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;7;10;1;2;3; ; ;6;98;1;30;30;503;-99;4;4;3;1;2;1;4;1;3;4;4;3;1;1;1;1;1;4;1; ; ;2020;1;3;0;1;1;33;8100; ; ;8100;8100;1;1;10; ;2; ;3;3; ; ; ; ;42;42; ;1;1; ;-99;-99; ;2;13;2;1;2; ;21;21; ;2;10; ; ; ; ; ; ; ; ; ; ;10;1;1;11;6;4;5;3;1; ; ; ;11;6;4;8100;3;de;BE;2;1;11;4;1,54525443822061;2,48256777645758;1,54525443822061;2,48256777645758;1;1;1;1;1;1;1;1;1
1023;1;1; ; ;10/27/2023 19:56:08;10/27/2023 20:22:30;1;2;26,35;DE;1;1965;58;5;17;3;17;4;60;60;61;4;60;60;4;3;4;1;4;2;4;2;8;2;3;2;3;4;3;1;3;4;2;4;3;4;0;0;0;0;0;0;1;1;1;1;0;0;1;4;0;2;4;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;60;60; ; ; ;sachliche Position; ;                                 -999,00;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;93;60;60;95;21;21;4; ;3;1;5;1;17;50;50;3;8;0;98;3;6; ; ;5;6;3;0;1;60;60;2;3;5;5;3;3;3;3;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0; ; ;4;2;0;3;8; ; ;7;98;2;30;30;20;21;2;2;3;2;3;3;2;3;3;3;3;3;1;1;1;3;0;4;1;1;1;2005;1;2; ; ;1;33;8100; ; ;8100;8100;8; ;13;3;1; ;1;1; ; ; ; ;12;12; ;2;2; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;2;de;SG;5;1;12;5;1,81208035485414;1,2657232144443;1,72571381732586;1,2053968987774;1;1;1;1;1;1;1;1;1
1024;3;1; ; ;11/28/2023 11:31:53;11/28/2023 12:09:10;1;2;37,2666666666667;IT;1;1990;33;2;21;2;19;13;998;998;45;2;130;350;4;4;3;2;5;2;3;4;98;3;1;3;3;2;2;3;3;2;1;2;3;2;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;3;3; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;80;350; ;80; ;per noi lavoratori; ;                                 -999,00;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;115;350;350;122;350;350;2; ;3;2;3;0; ; ; ;2;5;5;5;5;5;7; ;5;98;3;0;1;130;350;2;2;5;5;4;2;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;2;2;2;2;2;7; ;2;98;2;80;350;998;998;1;5;2;2;2;4;4;1;4;3;3;3;1;98;0;3;0;1;0;1;1;1990;4;3;0;0;3;73;8256; ; ;8256;8256;4;1;7; ;1; ;3;3; ; ; ; ;52;52; ;-99;-99; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1;15;8;4; ; ; ; ; ; ;15;8;4;8100;3;it;TI;7;1;12;3;,303860286532778;,212243909372987;,302282996495814;,211142185263265;1;1;1;,749547555;2,500714286;1,87440427882487;1;1;1
1025;2;2;11/28/2023;FR; ; ; ; ; ; ;2;1972;51;4;25;3;105;9;998;998;13;13;30;30;4;5;4;1;3;2;2;4;9;3;3;3;3;3;3;2;3;3;2;2;2;3;1;1;0;0;0;0;0;1;0;1;0;0;0;2;2;0;0;1;0; ;4;1;-98; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;90;350; ; ;90; ;1; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;170;90;350;997;997;997;3; ;3;1;5;1;25;30;30;2;6;2;5;2;1; ;7;6;5;3;1; ;30;30;1; ;5;5;2;3;3;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;2;9;1;8;8; ;9;2;98;2;998;998;998;998;4;4;3;4;2;1;4;1;4;4;2;5;0;4;0;98;0;4;1; ; ;1996;3;2;1; ;2;48;8100; ; ;8100;8100;2;2;11;1;2; ;3;3; ; ; ; ;32;32; ;2;2; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;14;7;2; ; ; ; ; ; ;14;7;2;8100;5;fr;GE;1;1;11;4;,372996194324858;,260534771977234;,371060030873401;,259182377741016;1;1;1;1;1;1;,665520953;1,192153846;,793403363712535
1026;1;1; ; ;11/3/2023 21:37:56;11/3/2023 22:12:40;1;2;34,7166666666667;DE;2;1947;76;7;1;4;6;8;40;40;13;13;40;40;4;1;4;5;5;4;3;4;9;1;1;2;3;2;1;1;1;2;3;1;2;3;1;0;1;0;0;1;0;1;0;0;1;0;0;2;7;2;5;2;1; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;40;40;40; ; ;Einzige Partei, die zum Wohle der Schweiz handelt (Switzerland first Politik); ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;40;40;10;10;10;2; ;4;1;5;1;1;40;40;4;6;0;8;0;2; ; ;2;10;4;1; ;40;40;2;1;5;2;4;1;1;3;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ; ;5;0;10;0;3; ; ;0;1;3;501;-99;501;-99;1;5;4;5;5;4;2;2;1;1;1;3;1;1;1;98;0;4;1;1;1;1968;3;2;0;0;1;33;8238; ; ;8238;8238;2;6;10; ;7;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;1; ; ; ; ; ; ; ; ; ; ; ; ;8238;2;de;ZH;4;1;11;5;1,58514417003766;1,10721015703479;1,74439166824356;1,21844322392469;,669342457;1,116847826;,747553667949948;1;1;1;1;1;1
1027;2;1; ; ;10/23/2023 18:04:44;10/23/2023 18:30:21;1;2;25,6;FR;2;1980;43;3;24;3;6;8;40;40;19;13;40;40;4;5;3;1;3;2;2;2;7;2;3;3;2;2;1;2;2;1;2;3;2;4;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;40;40; ; ; ; ;1; ;1;2;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;151;40;40;-99;-99;-99;3; ;3;2;5;1;24;40;40;4;5;0;10;1;2; ; ;4;10;3;1; ;40;40;2;3;5;5;2;2;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;4;7;10;1;1; ; ;2;98;3;10;10;10;10;2;4;3;4;2;2;4;2;3;2;2;4;0;98;0;98;0;4;1;1;1;1980;1;4; ;1;2;48;8100; ; ;8100;8100;1;4;6; ;2; ;3;3; ; ; ; ;32;32; ;1;1; ;3;3; ;2;5; ;1;4;5;24;24; ; ;5; ; ; ; ; ; ; ; ; ; ;7;2;2;14;7;2;2;1;1; ; ; ;14;7;2;8100;4;fr;NE;2;2;22;4;,942917717210191;,658620265258506;1,03764555983675;,724786883723013;1;1;1;1;1;1;1;1;1
