userid,imode,sample_group,intstart,intend,totaltime,finished,indate,spr,birthyear,age,agecat,sex,f10000,f10100,f13400a,f13400b,f13400c,f13400d,f13400e,f13400f,f12700c,f12700rec,f12720rec,f12720main6,f12730c,f12730rec,f12740rec,f12740main6,q03,q04a,q04b,q04c,q04d,q04e,q04f,q04g,q05b,q05a,q05c,q05d,q05e,q06a,q06b,q06c,q06d,q07,q09,f14610,f15656,f11100,exp_ge,q_e1,q_e2,q_e3,q_e4,f11100rec,f11700,f11301,f11302,f11303,f11304,f11305,f11306,f11307,f11308,f11309,f11310,f11311,f11312,f11400rec,f11400main6,q1,q2,f11600,f11605,q3,q9a_web,q9a_paper,q9b_web,q9b_paper,q9c_web,q9c_paper,q9d_web,q9d_paper,q4a_web,q4a_paper,q4b_web,q4b_paper,q4c_web,q4c_paper,q4d_web,q4d_paper,q4e_web,q4e_paper,q4f_web,q4f_paper,q4g_web,q4g_paper,q4h_web,q4h_paper,q4i_web,q4i_paper,q5,q6,q7,q8,f11800rec,f11800main6,f11800zh,f11800ti,f11800ge,f11900,f12010,f12021,f12022,f12023,f12030a,f12030b,f12030c,f12030d,f12030e,f12030f,f12030g,f12030h,f12030i,f12030j,f12030k,f12030l,f12030m,f12030o,f12025,f12301,f12301p,f12301pmain6,f12302,f12302p,f12302pmain6,f10200,f10200rec,f10250,f10300rec,f10300main6,q14a,q14b,f14400a,f14400b,f14400c,f14400d,f14400e,f14400f,f14400g,f14400h,f14400i,q16a,q16b,q16c,q16d,q16e,f15130a,f15130b,f15130c,f15130d,f15130e,f15130f,f15130g,f15130h,f15130i,f15200,f13700,f14000,f14050,f14010rec,f14010main6,f14070,f13306,f13660a,f13660b,f13660c,f13660d,f13660e,f13660f,f13660g,f13660i,f13660j,f13660k,f13660l,f13660m,f13660n,f12500,f14079a,f14079b,f14079c,f14079d,f14079e,f14079f,f14079g,f14079h,f14081rec,f14081main6,f20211,f20212,f20213,f21000a,f21000b,f21000c,f21000d,f21000e,f21000f,f21000g,f21000h,f21010a,f21010b,f21010c,f21010d,f21010e,f21010f,f21010g,f12026,f21020,f21030,f13322,f12900rec,f12900main6,f12905rec,f12905main6,f15420,f15430,f15435,f15440,f15470,f15480,f15485,f15810,f15811,f15812,f15813,q08,f15900,f15900rec,f16300,f16300rec,f16312,f16312rec,f16313,f16313rec,f20300,e11,f20500,f20700,f20710,f20221,f20210rec1,f20210rec2,f20210rec3,f20760,f20900,f21310,e6b_lev,f21400,f26100,f21500_f24900,f21500,f24900,f21550_f24950,f21550,f24950,isco08prof_r,isco08prof_r_pre,isco08prof_r_pst,f21700_f25100,f21700,f25100,f21750_f25150,f21750,f25150,f21800,class16_r,class8_r,class5_r,f21910,e6b_lev_partner,f22000_f22400,f22100_f22500,f22150_f22550,isco08prof_p,isco08prof_p_pre,isco08prof_p_pst,f22300_f22700,f22350_f22750,class16_p,class8_p,class5_p,f22910,e6b_lev_main_earner,f23000_f23400,f23100_f23500,f23150_f23550,isco08prof_me,isco08prof_me_pre,isco08prof_me_pst,f23300_f23700,f23350_f23750,class16_h,class8_h,class5_h,class16,class8,class5,f28910,f29100,f21200,canton_sample,bigregion_sample,lingreg_sample,birthcountry_sample,hhsize_sample,taxableincome,smt9,msize,foreigners,msvp,msp,mfdp,mgps,mcvp,mglp,mbdp,weight_d,weight_d_t,weight_d_p,weight_tot,weight_t_zh,weight_p_zh,weight_tot_zh,weight_t_ti,weight_p_ti,weight_tot_ti,weight_t_ge,weight_p_ge,weight_tot_ge,year
13,1,1,11/17/2019 10:56:04,11/17/2019 11:16:49,20.75,1.0,,2,2000,19,1,1,25,2.0,4.0,2.0,3.0,4.0,3.0,2.0,96.0,17.0,40.0,1.0,22.0,12.0,50.0,6.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,4.0,3.0,4.0,,3.0,,,4.0,,1.0,4.0,,,,,,,,,,,,,,,2.0,2.0,,3.0,2.0,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,4.0,60.0,4.0,,,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,159.0,60.0,4.0,169.0,50.0,6.0,,3.0,,,,,,0.0,,4.0,0.0,10.0,10.0,0.0,,5.0,,,,,,0.0,5.0,0.0,10.0,,5.0,4.0,,7.0,5.0,2.0,1.0,,50.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8212.0,8100.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,,6.0,6.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,3.0,,,,,2.0,5.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,5.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,2013.0,4.0,3.0,2.0,0.0,2.0,8100.0,8212.0,,7.0,,6.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,3.0,,,1120.0,1120.0,,,7.0,9.0,5.0,1.0,9.0,5.0,1.0,15.0,1.0,2.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.124132929523973,0.0774546114390662,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.99789041,0.581025791554195,2019
14,1,0,11/1/2019 08:11:21,11/1/2019 08:44:25,33.05,1.0,,1,1982,37,3,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,33.0,4.0,50.0,6.0,96.0,17.0,10.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,7.0,10.0,2.0,4.0,40.0,1.0,2.0,1.0,1.0,40.0,1.0,4.0,4.0,8.0,6.0,2.0,8.0,3.0,2.0,,,,7.0,7.0,8.0,6.0,6.0,7.0,5.0,0.0,10.0,2.0,0.0,10.0,,,7.0,2.0,2.0,2.0,,,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,3.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,2.0,3.0,,,,,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,,0.0,4.0,1.0,2012.0,1.0,4.0,,2.0,1.0,8100.0,,,1.0,6.0,9.0,,2.0,,3.0,3.0,,,,,4110.0,4110.0,,1.0,1.0,,4.0,4.0,,2.0,11.0,6.0,4.0,5.0,,2.0,3.0,,4211.0,4211.0,,2.0,,11.0,6.0,4.0,,,,,,,,,,,,,,11.0,6.0,4.0,8.0,1.0,1.0,ZH,4,de,8100.0,4.0,83974.332,11.0,1.0,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,1.41879150350834,0.885276332708029,0.581216356,1.403554054,0.815768572714907,1.0,1.0,1.0,1.0,1.0,1.0,2019
15,2,0,,,,,191119.0,1,1957,62,5,1,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,40.0,1.0,2.0,16.0,10.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,96.0,10.0,2.0,99.0,40.0,1.0,1.0,1.0,19.0,40.0,1.0,5.0,5.0,,,,10.0,,,,,,10.0,10.0,10.0,0.0,0.0,,,,8.0,,,,,,8.0,2.0,1.0,,40.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,10.0,,10.0,10.0,10.0,10.0,5.0,1.0,2.0,1.0,2.0,40.0,1.0,40.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,1.0,1.0,5.0,0.0,4.0,1.0,1957.0,1.0,2.0,1.0,,1.0,8100.0,,,7.0,,,,1.0,,4.0,4.0,,,,,5222.0,5222.0,,,,,14.0,14.0,,3.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,15.0,1.0,2.0,AG,3,de,8100.0,2.0,89209.41,21.0,6.0,17.288802,25.166709,11.559889,19.933316,6.9764497,13.762978,10.458344,6.1534566,2.41978963801147,1.50986419876815,3.06869994778364,1.91476156238431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
16,1,1,11/3/2019 21:19:03,11/3/2019 21:38:47,19.7333333333333,1.0,,2,1987,32,2,2,25,2.0,2.0,2.0,2.0,2.0,3.0,3.0,53.0,16.0,20.0,3.0,33.0,4.0,50.0,6.0,2.0,,2.0,2.0,,,2.0,,,,,,,,,,,2.0,2.0,4.0,4.0,,1.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,1.0,,4.0,,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,2.0,,3.0,,2.0,,4.0,,2.0,,1.0,4.0,3.0,2.0,20.0,3.0,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,167.0,20.0,3.0,169.0,50.0,6.0,2.0,1.0,25.0,20.0,3.0,,,6.0,9.0,6.0,0.0,6.0,6.0,0.0,,0.0,,,,,,7.0,5.0,1.0,,2.0,6.0,4.0,,,6.0,2.0,2.0,1.0,20.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8204.0,8218.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,7.0,6.0,5.0,7.0,6.0,2.0,2.0,,2.0,,,,,3.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,0.0,4.0,0.0,3.0,0.0,1987.0,4.0,1.0,,,2.0,8204.0,,,7.0,,13.0,2.0,1.0,,2.0,2.0,,,,,2610.0,2610.0,,2.0,2.0,,11.0,11.0,,,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,8.0,3.0,1.0,GE,1,fr,,,82240.128,11.0,3.0,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.0890674970344977,0.180571285946624,0.112670174172819,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,1.16711236,0.679555967274687,2019
17,2,0,,,,,201119.0,1,1952,67,6,1,5,2.0,,,,,,,6.0,8.0,40.0,1.0,84.0,9.0,40.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,1.0,2.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,30.0,5.0,37.0,40.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,5.0,1.0,1.0,3.0,10.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0,8.0,9.0,0.0,3.0,1.0,0.0,8.0,2.0,3.0,2.0,5.0,10.0,6.0,2.0,1.0,,40.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,,,1.0,,,,,2.0,,,1.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,,1.0,3.0,,,,,2.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1979.0,1.0,2.0,1.0,,1.0,8100.0,,,2.0,3.0,9.0,,1.0,,4.0,4.0,,50.0,50.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,9.0,1.0,2.0,SZ,6,de,8100.0,2.0,57127.939,31.0,6.0,5.9824213,55.432746,5.2641439,13.600599,2.2105658,22.667666,0.58074185,,2.10535919159545,1.3136705848322,2.66994929634628,1.66595508624141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
18,2,0,,,,,251119.0,2,1934,85,7,2,25,3.0,2.0,3.0,3.0,,,2.0,19.0,13.0,,,1.0,16.0,10.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,,2.0,2.0,2.0,3.0,4.0,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,7.0,,,9.0,3.0,,,,,,,,,,,,,,,,,,,,158.0,40.0,1.0,169.0,50.0,6.0,1.0,1.0,25.0,,,3.0,3.0,8.0,3.0,,,5.0,,,,,8.0,9.0,6.0,4.0,4.0,9.0,7.0,4.0,6.0,6.0,,9.0,3.0,3.0,7.0,2.0,2.0,2.0,,,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8207.0,8100.0,2.0,,,,,,,,8.0,0.0,,,0.0,0.0,0.0,,,,4.0,,,,,3.0,4.0,3.0,4.0,,2.0,4.0,3.0,3.0,3.0,4.0,3.0,,0.0,,0.0,,0.0,1.0,0.0,1997.0,2.0,1.0,,,2.0,8100.0,,,2.0,,3.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,GE,1,fr,8100.0,1.0,77366.338,11.0,3.0,35.225716,13.595782,17.162581,12.165567,23.908769,8.501187,5.0057529,0.43547283,0.142744365078352,0.0890674970344977,0.133578438071211,0.0833482787937015,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.54643038,0.318161334037431,2019
19,1,0,11/1/2019 21:14:57,11/1/2019 22:10:35,55.6333333333333,1.0,,1,1969,50,4,2,13,3.0,3.0,4.0,1.0,3.0,2.0,1.0,13.0,13.0,30.0,5.0,46.0,3.0,30.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,73.0,30.0,5.0,,,,2.0,1.0,13.0,30.0,5.0,4.0,4.0,0.0,0.0,10.0,0.0,5.0,5.0,2.0,,,7.0,7.0,7.0,4.0,7.0,8.0,9.0,0.0,10.0,1.0,2.0,4.0,,,0.0,2.0,2.0,1.0,30.0,5.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8255.0,8255.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,,0.0,3.0,0.0,2.0,10.0,0.0,0.0,,2.0,1.0,3.0,,,,,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,1.0,2.0,0.0,1.0,1.0,,0.0,4.0,1.0,2002.0,1.0,3.0,,0.0,5.0,,,,7.0,,11.0,1.0,6.0,2.0,3.0,,3.0,,,,5223.0,,5223.0,1.0,,1.0,2.0,,2.0,2.0,15.0,8.0,4.0,13.0,1.0,1.0,3.0,,1219.0,1219.0,,1.0,8.0,9.0,5.0,1.0,,,,,,,,,,,,,,15.0,8.0,4.0,6.0,2.0,1.0,BL,3,de,8239.0,2.0,78076.675,11.0,4.0,27.310632,20.397546,23.946037,15.478454,22.629256,5.2886513,6.0528865,0.98310071,2.32637743993128,1.45157825052125,2.20737835779168,1.37732698049908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
20,1,1,10/28/2019 21:03:06,10/28/2019 21:24:31,21.4166666666667,1.0,,2,1974,45,4,1,25,1.0,2.0,1.0,4.0,4.0,1.0,2.0,24.0,12.0,10.0,2.0,47.0,16.0,20.0,3.0,1.0,,4.0,1.0,,,4.0,,,,,,,,,,,3.0,2.0,3.0,3.0,,3.0,,,4.0,,1.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,1.0,,4.0,,2.0,,4.0,,2.0,,2.0,,1.0,,2.0,,1.0,,1.0,,3.0,,2.0,,3.0,,1.0,2.0,3.0,3.0,10.0,2.0,,,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,166.0,10.0,2.0,167.0,20.0,3.0,1.0,1.0,25.0,10.0,2.0,,,10.0,9.0,3.0,0.0,3.0,6.0,1.0,,0.0,,,,,,7.0,6.0,3.0,9.0,3.0,7.0,8.0,,9.0,7.0,1.0,1.0,,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8100.0,8218.0,1.0,2.0,,1.0,,,,,10.0,5.0,9.0,9.0,8.0,7.0,8.0,,2.0,2.0,4.0,20.0,3.0,20.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1974.0,1.0,4.0,,2.0,2.0,8100.0,,,7.0,,13.0,1.0,1.0,,1.0,1.0,,,,,1211.0,1211.0,,2.0,2.0,,3.0,3.0,,1.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,13.0,1.0,2.0,GE,1,fr,,,95484.399,11.0,6.0,23.136143,15.485498,9.4199243,15.851198,31.071879,8.1588903,8.0327869,0.95838588,0.142744365078352,0.0890674970344977,0.143371715428811,0.0894589417366995,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,1.1179213,0.650914270463622,2019
21,1,1,10/22/2019 19:01:19,10/22/2019 19:30:51,29.5166666666667,1.0,,2,1965,54,4,2,25,4.0,4.0,4.0,4.0,4.0,4.0,4.0,107.0,12.0,402.0,7.0,102.0,2.0,402.0,7.0,2.0,,4.0,3.0,,,3.0,,,,,,,,,,,2.0,,3.0,3.0,,4.0,,,,1.0,0.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,402.0,7.0,4.0,,,,2.0,1.0,,4.0,,4.0,,2.0,,1.0,,3.0,,1.0,,3.0,,1.0,,4.0,,3.0,,3.0,,,,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,8.0,5.0,2.0,5.0,2.0,8.0,7.0,,8.0,,2.0,2.0,2.0,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,10.0,9.0,10.0,7.0,10.0,6.0,9.0,,,,4.0,20.0,3.0,,,3.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1965.0,1.0,2.0,,,2.0,8100.0,,,1.0,6.0,10.0,,2.0,,3.0,3.0,,,,,4311.0,4311.0,,1.0,1.0,,8.0,8.0,,1.0,11.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,4.0,11.0,1.0,2.0,GE,1,fr,,,98159.316,11.0,4.0,41.795712,14.039456,12.94005,16.571538,29.906148,8.4773032,4.5661751,0.40988316,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1.0,1.0,1.0,1.0,1.0,1.0,1.796684786,1.0,1.796684786,2019
22,1,0,10/27/2019 09:44:22,10/27/2019 10:30:21,45.9666666666667,1.0,,3,1984,35,3,2,21,2.0,2.0,2.0,2.0,4.0,2.0,1.0,6.0,8.0,10.0,2.0,62.0,8.0,10.0,2.0,1.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,3.0,,4.0,2.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,1.0,116.0,10.0,2.0,111.0,40.0,1.0,1.0,1.0,21.0,10.0,2.0,5.0,5.0,10.0,9.0,0.0,8.0,0.0,0.0,0.0,7.0,,,,4.0,9.0,,8.0,8.0,0.0,10.0,0.0,0.0,,10.0,,9.0,3.0,2.0,1.0,10.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,10.0,0.0,0.0,10.0,0.0,10.0,0.0,,,,2.0,10.0,2.0,10.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,4.0,3.0,5.0,4.0,0.0,3.0,0.0,,0.0,4.0,1.0,1984.0,1.0,3.0,,1.0,3.0,8100.0,,,1.0,6.0,13.0,1.0,2.0,,3.0,3.0,,,,,3313.0,3313.0,,2.0,2.0,,6.0,6.0,,2.0,10.0,5.0,2.0,13.0,2.0,1.0,2.0,,2144.0,2144.0,,3.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,10.0,5.0,2.0,13.0,1.0,1.0,TI,7,it,8100.0,3.0,64979.728,12.0,5.0,28.414658,9.5797223,19.606747,21.647563,11.117324,15.925822,1.0716615,,0.340904815527355,0.212712695379339,0.342403065601022,0.213647551083941,1.0,1.0,1.0,0.738516082,0.9617757,0.710286821726807,1.0,1.0,1.0,2019
24,1,0,10/21/2019 17:12:05,10/21/2019 17:30:19,18.2166666666667,1.0,,1,1994,25,2,2,3,2.0,4.0,2.0,4.0,2.0,3.0,2.0,13.0,13.0,,,,,,,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,2.0,4.0,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,1.0,28.0,10.0,2.0,27.0,40.0,1.0,2.0,1.0,3.0,10.0,2.0,4.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,6.0,2.0,2.0,1.0,10.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,2.0,,3.0,2.0,,,10.0,10.0,10.0,10.0,6.0,10.0,6.0,,2.0,1.0,3.0,,,10.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,,0.0,,0.0,,0.0,3.0,0.0,1994.0,4.0,2.0,1.0,,1.0,8100.0,,,2.0,6.0,5.0,,1.0,,2.0,2.0,,,,,5320.0,5320.0,,2.0,2.0,,3.0,3.0,,3.0,15.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,4.0,3.0,2.0,1.0,LU,6,de,8100.0,2.0,63410.947,31.0,5.0,8.6669537,27.863515,7.8220794,11.809226,6.3718236,39.562809,4.646738,,2.28985004689936,1.42878643335381,2.29991375924718,1.43506583828306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
25,1,1,10/23/2019 09:48:39,10/23/2019 13:13:39,204.983333333333,1.0,,2,1974,45,4,2,25,2.0,2.0,2.0,3.0,4.0,3.0,3.0,,,,,,,,,2.0,,4.0,3.0,,,2.0,,,,,,,,,,,1.0,2.0,3.0,3.0,,2.0,,4.0,,,1.0,5.0,,,,,,,,,,,,,,,2.0,2.0,,3.0,,1.0,,4.0,,4.0,,4.0,,2.0,,3.0,,2.0,,3.0,,2.0,,2.0,,2.0,,4.0,,3.0,,1.0,4.0,2.0,2.0,50.0,6.0,,,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,169.0,50.0,6.0,993.0,993.0,9.0,5.0,2.0,,,,,,0.0,0.0,4.0,0.0,8.0,6.0,3.0,,5.0,,,,,,0.0,0.0,3.0,0.0,7.0,7.0,3.0,,5.0,,2.0,2.0,1.0,60.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8335.0,8335.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,,10.0,10.0,8.0,8.0,10.0,10.0,8.0,,,1.0,3.0,,,,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,1.0,,0.0,,0.0,,0.0,,0.0,2003.0,4.0,1.0,,,2.0,8335.0,,,4.0,3.0,10.0,,1.0,,3.0,3.0,,,,,2410.0,2410.0,,1.0,1.0,,15.0,15.0,,,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,6.0,2.0,1.0,GE,1,fr,,,82240.128,11.0,3.0,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.81939259,0.477094702411652,2019
